variant,lgbm,xgb,cat,mean,worst,recent,2016_may_aug,2016_sep_dec,2017_jan_apr
add_assigned_lab,3,3,2,0.9179619386035931,0.9155310522175862,0.9155310522175862,0.9203378007520022,0.9180169628411906,0.9155310522175862
add_assigned_lab,3,3,3,0.9180491287326854,0.9154663212246896,0.9154663212246896,0.9206971887373803,0.9179838762359862,0.9154663212246896
add_assigned_lab,3,3,4,0.9180122091017746,0.9153292108646777,0.9153292108646777,0.9208720335837774,0.9178353828568688,0.9153292108646777
add_assigned_lab,3,4,0,0.9169568104931628,0.9151229622307833,0.9151229622307833,0.9185651966499999,0.9171822725987052,0.9151229622307833
add_assigned_lab,3,4,1,0.9176147679044728,0.9154240507049953,0.9154240507049953,0.9196608705289175,0.9177593824795057,0.9154240507049953
add_assigned_lab,3,4,2,0.9179411227971288,0.9155382310876454,0.9155382310876454,0.9202930084192626,0.9179921288844782,0.9155382310876454
add_assigned_lab,3,4,3,0.9180698229506703,0.9155106363592745,0.9155106363592745,0.9206633772036746,0.9180354552890615,0.9155106363592745
add_assigned_lab,3,4,4,0.9180822116875268,0.9154070122475764,0.9154070122475764,0.9208795272371726,0.9179600955778313,0.9154070122475764
add_assigned_lab,4,0,1,0.9162774010139555,0.9146905640447293,0.9146905640447293,0.9178469930374951,0.9162946459596422,0.9146905640447293
add_assigned_lab,4,0,2,0.9169333673064145,0.9149254675776785,0.9149254675776785,0.9190788245847457,0.9167958097568196,0.9149254675776785
add_assigned_lab,4,0,3,0.9171525298781452,0.9149248011846771,0.9149248011846771,0.9196471551293518,0.9168856333204071,0.9149248011846771
add_assigned_lab,4,0,4,0.9171648207322374,0.9148018819665331,0.9148018819665331,0.9199338748153296,0.9167587054148494,0.9148018819665331
add_assigned_lab,4,1,0,0.9158905974519392,0.9144875716493639,0.9144875716493639,0.9170093467374267,0.9161748739690271,0.9144875716493639
add_assigned_lab,4,1,1,0.9169923325034262,0.9150965488354601,0.9150965488354601,0.9187460088611232,0.9171344398136951,0.9150965488354601
