variant,lgbm_weight,xgb_weight,cat_weight,mean_auc,worst_auc,recent_auc,auc_2016_may_aug,auc_2016_sep_dec,auc_2017_jan_apr
half_life_180d,3,4,3,0.9169986653011418,0.9145041557479182,0.9145041557479182,0.9196746495238446,0.9168171906316629,0.9145041557479182
half_life_180d,3,4,4,0.9170475882374448,0.9144590076220821,0.9144590076220821,0.9198711379915041,0.9168126190987482,0.9144590076220821
half_life_180d,4,0,1,0.9143245898266019,0.913024051456202,0.913024051456202,0.915027704683154,0.9149220133404496,0.913024051456202
half_life_180d,4,0,2,0.9152751984106994,0.9135765669807356,0.9135765669807356,0.9166915501182746,0.9155574781330877,0.9135765669807356
half_life_180d,4,0,3,0.9156597102775154,0.9137103908116279,0.9137103908116279,0.9175381951619532,0.9157305448589649,0.9137103908116279
half_life_180d,4,0,4,0.9157959093649403,0.9136805242889345,0.9136805242889345,0.9179919480641276,0.9157152557417585,0.9136805242889345
half_life_180d,4,1,0,0.913804767188684,0.9125475956055864,0.9125475956055864,0.9143125218503062,0.9145541841101594,0.9125475956055864
half_life_180d,4,1,1,0.9152617579633002,0.9135870475252104,0.9135870475252104,0.916484632011378,0.9157135943533121,0.9135870475252104
half_life_180d,4,1,2,0.9159313456668747,0.9139664523223675,0.9139664523223675,0.9176588567606067,0.91616872791765,0.9139664523223675
half_life_180d,4,1,3,0.9162083197371048,0.9140629278545974,0.9140629278545974,0.9182910900439936,0.9162709413127236,0.9140629278545974
half_life_180d,4,1,4,0.9162946401492129,0.9140272001025519,0.9140272001025519,0.9186363916568653,0.9162203286882216,0.9140272001025519
half_life_180d,4,2,0,0.9146658917942149,0.9131054574194258,0.9131054574194258,0.9157224840042828,0.9151697339589362,0.9131054574194258
half_life_180d,4,2,1,0.9157529433720827,0.9138519387432167,0.9138519387432167,0.9173294963849428,0.9160773949880885,0.9138519387432167
half_life_180d,4,2,2,0.9162951315566629,0.9141789559632966,0.9141789559632966,0.9182495304754482,0.9164569082312437,0.9141789559632966
half_life_180d,4,2,3,0.916533891361155,0.9142709939239497,0.9142709939239497,0.9187620136936925,0.9165686664658231,0.9142709939239497
half_life_180d,4,2,4,0.9166066406686463,0.9142378863080227,0.9142378863080227,0.919063254320478,0.9165187813774383,0.9142378863080227
half_life_180d,4,3,0,0.9151425914057659,0.9133785876781753,0.9133785876781753,0.9165925427401105,0.9154566437990119,0.9133785876781753
half_life_180d,4,3,1,0.9160166624811957,0.9139809160795541,0.9139809160795541,0.9178460497063039,0.9162230216577294,0.9139809160795541
half_life_180d,4,3,2,0.9164973474233561,0.9142828829809042,0.9142828829809042,0.9186316538024557,0.9165775054867082,0.9142828829809042
half_life_180d,4,3,3,0.9167246433212907,0.9143830236746413,0.9143830236746413,0.9190857670783434,0.916705139210887,0.9143830236746413
half_life_180d,4,3,4,0.9168049466616717,0.9143764506164013,0.9143764506164013,0.919342490952288,0.9166958984163255,0.9143764506164013
half_life_180d,4,4,0,0.9154256817631369,0.9135380373490257,0.9135380373490257,0.9171571953529938,0.9155818125873912,0.9135380373490257
half_life_180d,4,4,1,0.9161705248560001,0.9140632156152115,0.9140632156152115,0.9181728026721584,0.9162755562806304,0.9140632156152115
half_life_180d,4,4,2,0.9166025971238794,0.9143255472782814,0.9143255472782814,0.9188698820255173,0.9166123620678392,0.9143255472782814
half_life_180d,4,4,3,0.9168221334958585,0.9144422720705726,0.9144422720705726,0.9192703420150047,0.9167537864019981,0.9144422720705726
half_life_180d,4,4,4,0.916923541854091,0.9144496175388823,0.9144496175388823,0.9195261755538923,0.9167948324694981,0.9144496175388823
